video,summary
B1065.6,"The baboons and monkeys are standing, sitting, and perching on rocks and cliffs."
B0728.19,Baboons are sitting in and on trees.
B1036.22,"The bears and other animals (implied) climb, stand, and sit on the rocks and rock walls."
B1005.34,"Animals are standing on rocks, cliffs, and in caves."
B0074.4,The baboons are sitting on or in tree branches.
B0527.5,"Animals are laying on the ground, sitting on the ground, and hiding in the brush or near rocks in various locations, such as fields, forests, and deserts."
B0616.8,The monkey is climbing up the rock.
B0687.19,"Baboons are sitting in trees, on top of trees, and in branches, eating and looking around."
B0699.8,"The animals are standing, sitting, and roaming in various locations, including hills, trees, fields, and bushes, in their natural habitats."
B0131.2,The baboons and elephant are sitting in or on tree branches.
B0681.27,"Baboons are seen sitting, standing, and climbing trees, often with other baboons or animals nearby."
B0807.50,"The monkeys, bears, leopards, giraffes, and elephants are sitting in or standing in trees, near trees, or in the middle of forests and woods."
B0936.26,"The baboons and monkeys climb, stand, and sit on top of rocks, hills, and cliffs."
B0444.1,"Baboons and other animals are walking on the ground and through various environments, including dirt roads, fields, and rocky areas."
B0893.16,The monkeys swim and play in the water.
B1035.33,"The animals, including bears, monkeys, a mountain lion, and an elephant, are sitting or standing on cliffs, rocks, and edges."
B0734.17,"The animals, including leopards, giraffes, monkeys, and an elephant, are sitting or standing in trees or fields in various locations such as the desert, wild, and savannah."
B0988.1,"The animals are standing, sitting, or perching on rocks, cliffs, and in caves."
B0048.7,"Baboons are sitting, standing, and perching in various locations, including trees and the ground, while looking at the camera."
B0302.11,"The monkeys, baboons, birds, and small animals are walking and roaming in the desert."
B0691.54,"The animals are climbing, sitting, and standing in trees, rocks, and bushes, with various species such as giraffes, baboons, monkeys, kangaroos, koalas, and big cats like lions and leopards."
B0107.4,"The baboons and monkeys are sitting on top of trees, hills, and in trees, while an elephant stands on a tree."
B0048.8,"The monkeys and baboons are sitting in or on trees, often near rocks or hillsides, and occasionally looking at the camera."
B0695.5,"The animals, including elephants, baboons, monkeys, lions, and a giraffe, are sitting in trees, standing on branches, and looking at the camera."
B0075.9,"The monkeys and baboons are sitting, hanging, sleeping, and laying on or in trees, as well as branches."
B0688.16,The baboons and monkeys are sitting in and on the trees.
B0767.14,The baboons are sitting on top of a hill.
B0668.45,"The baboons sit in the trees, eating bananas and looking around."
B0696.63,"The animals are standing, sitting, and standing next to trees, both alive and dead, in various locations such as the forest, field, and savannah."
B0809.4,"Animals of various species, including monkeys, giraffes, elephants, and baboons, are sitting or standing in trees."
B0549.6,The animals are walking and standing on the grass.
B0681.49,"The baboons sit, stand, walk, and eat in and around trees, while warthogs, kangaroos, and other animals also sit in or near trees."
B0908.4,Two baboons are standing or walking on top of rocks.
B1062.4,"Monkeys and birds are sitting or standing on various surfaces, including rocks and cliffs."
B0776.58,"Animals of various species, including monkeys, giraffes, and elephants, are sitting in trees."
B0712.36,The baboons sit on tree branches in the desert and wild.
B0811.6,The animals are sitting in trees.
B0993.41,"The animals are climbing up the rock face, with monkeys, bears, and birds all making their way up the cliff."
B0829.13,The animals sit on the rocks in the water.
B0797.64,Baboons are sitting in or on trees and bushes.
B0797.46,"Baboons are sitting on or in various locations, including bushes, trees, and near a river."
B0756.14,The animals are sitting in trees.
B0726.23,"The animals, including bears, monkeys, elephants, and baboons, are sitting in and on trees, both in the wild and on tree branches."
B0692.1,"The animals, including elephants, baboons, and a monkey, are sitting on or in trees."
B0129.2,"The baboons are sitting, hanging, and perching in and on trees."
B0708.7,Monkeys and birds sit on top of tree branches.
B0300.15,"The baboons, monkeys, and wild boars are walking through the desert and across dirt fields."
B0846.19,"The animals, including crocodiles, hippos, elephants, and zebras, are seen swimming, sitting, and standing in the water and mud."
B0956.5,"The baboons and monkeys are gathering around and drinking from water holes, sitting on rocks, and standing in the water."
B0642.53,The baboon is sitting on/ in a tree branch.
B0174.5,"The animals are swimming, sitting, and standing in the river, with some species like elephants, monkeys, dogs, horses, and fish moving through the water, while others, like eagles and bees, are perched on rocks or in the mud."
B0653.4,The baboons are sitting in or on tree branches.
B1043.44,"The animals are sitting or perching on cliffs, edges, and rocks."
B0785.58,"The animals sit, stand, and hide under or on tree branches, both on the ground and in the desert."
B0910.12,Animals are sitting on top of rocks.
B0762.23,"The animals, including baboons, monkeys, and giraffes, are climbing, sitting, and standing in trees to get food or find shelter."
B0387.4,"Monkeys, birds, kangaroos, and baboons are sitting or standing on top of logs and rocks."
B0804.1,"Animals, including monkeys, baboons, cheetahs, and leopards, are sitting on top of trees in various locations, including the desert and hillsides."
B0023.7,"The animals are seen walking, standing, and playing in the water, mud, and on rocks."
B0677.11,"The baboons are sitting, standing, or perching in the trees."
B0790.41,"The animals (monkeys, koalas, bears) are sitting in or hanging from trees in various locations, including the wild, desert, and in front of rocks."
B0735.21,The baboons are sitting in the trees.
B1013.30,The animals are sitting or standing on rocks and cliffs.
B0907.1,The baboons are standing and walking on the rocks.
B0476.10,The baboons are sitting or laying on the ground or on top of a hill.
B0704.28,"The monkeys and baboons are sitting in or on trees, looking at the camera."
B0664.50,"The animals are standing, sitting, walking, and roaming freely in the wild, with giraffes and elephants perched on trees, hills, and hillsides, while monkeys and baboons sit in trees and on hills."
B1015.26,"The monkeys are sitting, standing, and perching on rocks and cliffs."
B0928.4,A group of baboons are sitting on the rocks.
B0639.51,The baboon is sitting on a tree branch.
B0660.15,"The animals are hanging, sitting, and standing in trees, including koalas, baboons, sloths, monkeys, and giraffes."
B1003.41,"Monkeys are climbing, standing, and sitting on cliffs and rocks, while a bear is standing in a cave and a bird is sitting on a rock."
B0637.48,"The baboons, monkeys, and vultures are sitting in or on trees."
B0572.7,"Monkeys and lions sit and stand on rocks in various locations, including rivers and the wild."
B1029.33,"Monkeys are climbing, sitting, and standing on rocks and cliffs."
B0520.6,The baboons and monkeys sat on various rocks.
B0831.32,"The elephants, baboons, and monkeys are standing, sitting, or walking on rocks and logs in the water, with some even swimming in the river."
B0638.4,Baboons are hanging and sitting from tree branches.
B0736.19,The monkeys and baboons are sitting in the trees.
B0703.22,"Monkeys and baboons are sitting in or climbing trees in various locations, including the wild, woods, desert, and forest."
B0092.7,"The animals, including baboons and monkeys, are sitting in the trees."
B0701.21,"Baboons are sitting in various locations, including on tree branches, the ground, and in the grass."
B1054.7,"Animals, including birds and bears, sit and stand in caves, often in the dark or at night."
B0984.10,"The monkeys, baboons, and penguins are sitting or standing on top of rocks and cliffs."
B0656.34,"Monkeys and baboons are sitting in trees in various locations, including the wild, desert, and forest."
B0911.25,Monkeys are sitting on rocks.
B0069.14,"The animals sit in trees, with baboons and monkeys occupying various locations in the forest and wild."
B0656.60,Baboons and monkeys are sitting in trees.
B0728.23,"The monkeys and baboons are sitting on and in tree branches, both in the wild and in a zoo."
B0815.40,Monkeys and elephants are sitting in and on trees in the wild.
B0900.61,The bear stands on the rock in the middle of the river.
B0965.25,The baboons are sitting on the rocks and ground.
B0691.35,The baboons are sitting in a tree.
B0332.3,"The animals, including baboons, monkeys, kangaroos, wildebeest, and birds, walk, run, and fly across the desert, dirt roads, and fields."
